site,occ.1,occ.2,occ.3,occ.4,occ.5,occ.6,occ.7,occ.8,occ.9,occ.10,occ.11,occ.12,occ.13,dur.1,dur.2,dur.3,dur.4,dur.5,dur.6,dur.7,dur.8,dur.9,dur.10,dur.11,dur.12,dur.13,time.1,time.2,time.3,time.4,time.5,time.6,time.7,time.8,time.9,time.10,time.11,time.12,time.13,nobs.1,nobs.2,nobs.3,nobs.4,nobs.5,nobs.6,nobs.7,nobs.8,nobs.9,nobs.10,nobs.11,nobs.12,nobs.13,distRoad,jday.1,jday.2,jday.3,jday.4,jday.5,jday.6,jday.7,jday.8,jday.9,jday.10,jday.11,jday.12,jday.13,year.1,year.2,year.3,year.4,year.5,year.6,year.7,year.8,year.9,year.10,year.11,year.12,year.13,temp,precp,barren,crop,decBroad,mixed,evBroad,herb,shrub,elev,tpi,X,Y,species,resolution
18,NA,NA,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,NA,180,NA,30,20,NA,30,75,15,35,40,NA,NA,NA,9,NA,18,15,NA,14,13,12,6,11,NA,NA,NA,2,NA,1,2,NA,1,1,1,1,1,3.201499939,NA,NA,NA,326,NA,330,301,NA,252,342,286,329,289,NA,NA,NA,4,NA,6,7,NA,9,10,11,12,13,17.3223896,0,98.14243317,0,0.000000000,0,0,0,1.791569233,208.6659698,0.406550109,-1015.739558,925.010677,RufousTailedHawk,15
19,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,75,60,45,9,70,50,15,20,20,NA,NA,NA,NA,17,8,18,1,11,13,19,15,11,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,6.142156124,NA,NA,NA,NA,263,283,284,2,328,341,268,254,274,NA,NA,NA,NA,5,6,7,8,9,10,11,12,13,15.24914074,0,86.34318542,0,0.000000000,0.001484247,0,0.009730229,13.10738659,1380.844849,3.843624115,-1000.739558,925.010677,RufousTailedHawk,15
20,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,6.142156124,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,15.24914074,0,86.34318542,0,0.000000000,0.001484247,0,0.009730229,13.10738659,1380.844849,3.843624115,-1015.739558,910.010677,RufousTailedHawk,15
22,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,6.142156124,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,12,NA,15.24914074,0,86.34318542,0,0.000000000,0.001484247,0,0.009730229,13.10738659,1380.844849,3.843624115,-1015.739558,895.010677,RufousTailedHawk,15
23,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,6.142156124,NA,NA,NA,NA,325,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,12,NA,15.24914074,0,86.34318542,0,0.000000000,0.001484247,0,0.009730229,13.10738659,1380.844849,3.843624115,-1000.739558,895.010677,RufousTailedHawk,15
26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3.086067677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14.4404459,0.00081437,84.43982697,0,0.000000000,0,0,0,15.51210785,1683.86145,2.592642784,-1015.739558,865.010677,RufousTailedHawk,15
28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,6.487170219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,14.18164539,0.005529648,89.88985443,0,0.000000000,0,0,0.038189918,10.07501221,1791.844482,1.363402009,-1015.739558,850.010677,RufousTailedHawk,15
34,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5.689479828,NA,NA,53,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,13.84061527,0,90.04299164,0,0.000000000,0,0,0.014013969,9.955386162,1966.364868,4.754281044,-1000.739558,820.010677,RufousTailedHawk,15
36,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3.980578184,NA,NA,NA,NA,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,14.07345963,0.009247823,84.94300842,0,0.000000000,0.028848188,0.020605849,0.556323826,13.58005428,1893.985718,5.917998791,-1015.739558,805.010677,RufousTailedHawk,15
40,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,135,NA,NA,NA,300,NA,NA,105,NA,NA,NA,NA,NA,8,NA,NA,NA,12,NA,NA,12,NA,NA,NA,NA,NA,4,NA,NA,NA,2,NA,NA,3,1.906112909,NA,NA,NA,NA,NA,284,NA,NA,NA,247,NA,NA,246,NA,NA,NA,NA,NA,6,NA,NA,NA,10,NA,NA,13,15.87709618,0.283661962,64.71529388,0.076417744,0.000000000,0.064859986,0.081264719,2.513795137,22.75406456,1127.022949,1.101144791,-1000.739558,790.010677,RufousTailedHawk,15
41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,71,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1.906112909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,9,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,13,15.87709618,0.283661962,64.71529388,0.076417744,0.000000000,0.064859986,0.081264719,2.513795137,22.75406456,1127.022949,1.101144791,-985.7395576,790.010677,RufousTailedHawk,15
42,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,300,105,NA,NA,157,155,40,40,120,NA,NA,NA,NA,11,16,NA,NA,13,10,18,17,11,NA,NA,NA,NA,1,5,NA,NA,2,9,1,3,1,1.658683181,NA,NA,NA,NA,10,284,NA,NA,307,327,354,268,281,NA,NA,NA,NA,5,6,NA,NA,9,10,11,12,13,16.79750824,0.486140341,34.39733124,0,0.000000000,0.17773135,0.248386115,1.299295187,34.32472992,526.8632202,-1.400738001,-1000.739558,775.010677,RufousTailedHawk,15
44,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,60,105,NA,1,NA,NA,NA,NA,NA,NA,NA,8,NA,7,14,NA,13,NA,NA,NA,NA,NA,NA,NA,1,NA,3,8,NA,1,NA,NA,NA,NA,NA,1.658683181,NA,NA,54,NA,327,333,NA,294,NA,NA,NA,NA,NA,NA,NA,3,NA,5,6,NA,8,NA,NA,NA,NA,NA,16.79750824,0.486140341,34.39733124,0,0.000000000,0.17773135,0.248386115,1.299295187,34.32472992,526.8632202,-1.400738001,-1000.739558,760.010677,RufousTailedHawk,15
45,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1.903610826,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,15.91008663,0,89.85579681,0,0.000000000,0.769271731,0,0.069436565,9.306333542,1411.344971,1.751084685,-985.7395576,760.010677,RufousTailedHawk,15
48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2.341228724,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,12,NA,16.27240562,0,84.26569366,0,0.000000000,0.322672665,0,0.278672487,15.12705612,1130.731689,1.580985546,-1000.739558,745.010677,RufousTailedHawk,15
49,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2.341228724,NA,NA,NA,NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,16.27240562,0,84.26569366,0,0.000000000,0.322672665,0,0.278672487,15.12705612,1130.731689,1.580985546,-985.7395576,745.010677,RufousTailedHawk,15
53,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,60,NA,120,220,NA,25,150,30,120,20,40,35,NA,17,NA,18,9,NA,13,10,12,10,19,16,12,NA,1,NA,2,1,NA,1,1,2,1,1,1,2,1.585880637,NA,293,NA,23,333,NA,7,295,309,245,257,310,307,NA,2,NA,4,5,NA,7,8,9,10,11,12,13,17.32616806,0.362261057,52.25909042,0,0.000000000,0.110777698,0,0.154351294,32.68968964,269.1356812,-2.289890289,-1000.739558,730.010677,RufousTailedHawk,15
54,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA,NA,2.352000237,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,11,NA,NA,16.47411919,0,86.42541504,0,0.000000000,0.143825144,0,0.001383181,13.43203163,947.3630371,-0.699361503,-985.7395576,730.010677,RufousTailedHawk,15
65,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4.944141388,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,16.79817009,0,63.38295364,0.030601848,0.000000000,0.166028604,0.372176707,1.311547756,5.361618996,217.2889099,-0.811389863,-1015.739558,700.010677,RufousTailedHawk,15
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.706175804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,16.54756165,0,90.66825104,0,0.000000000,0.206063792,0,0,9.132120132,897.8486938,0.365550399,-985.7395576,700.010677,RufousTailedHawk,15
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,2.527655363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,13,16.41491508,0.020640282,87.35771942,0,0.000000000,0.11943379,0,0.081152819,11.65496731,503.946228,-0.596609056,-1015.739558,655.010677,RufousTailedHawk,15
88,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2.527655363,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,16.41491508,0.020640282,87.35771942,0,0.000000000,0.11943379,0,0.081152819,11.65496731,503.946228,-0.596609056,-1000.739558,655.010677,RufousTailedHawk,15
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.05081749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15.68183422,0.005217008,97.69007111,0,0.000000000,0,0,0,2.311842918,1603.320679,-0.321389407,-925.7395576,655.010677,RufousTailedHawk,15
97,NA,NA,NA,0,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,60,120,95,NA,120,30,NA,90,150,17,NA,NA,NA,17,11,19,NA,17,14,NA,14,15,10,NA,NA,NA,1,3,3,NA,2,2,NA,2,1,2,3.960857868,NA,NA,NA,344,49,345,NA,252,308,NA,20,348,266,NA,NA,NA,4,5,6,NA,8,9,NA,11,12,13,16.13457298,0.051653795,90.08815002,0,0.000000000,0.511756063,0.090305366,0.113607347,8.491275787,540.684082,2.270305872,-1015.739558,640.010677,RufousTailedHawk,15
98,NA,0,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,105,NA,120,NA,180,NA,120,120,12,195,NA,NA,NA,15,NA,15,NA,8,NA,7,15,9,11,NA,NA,NA,1,NA,3,NA,1,NA,2,2,1,4,NA,NA,3.960857868,NA,41,NA,23,NA,331,NA,262,47,58,21,NA,NA,NA,2,NA,4,NA,6,NA,8,9,10,11,NA,NA,16.13457298,0.051653795,90.08815002,0,0.000000000,0.511756063,0.090305366,0.113607347,8.491275787,540.684082,2.270305872,-1000.739558,640.010677,RufousTailedHawk,15
102,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3.419328451,NA,NA,NA,NA,NA,NA,NA,NA,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,15.54449558,0.029777838,97.0338974,0,0.000000000,0,0,0,2.924625397,1553.190308,-0.946171403,-940.7395576,640.010677,RufousTailedHawk,15
104,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1.949373126,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,NA,NA,322,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,13,13.62445164,2.162820816,95.12649536,0,0.000000000,0,0,0.037873466,4.039632797,2311.583008,0.573997617,-910.7395576,640.010677,RufousTailedHawk,15
105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3.310868263,NA,NA,NA,NA,NA,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,11.13718224,7.139533043,96.37556458,0,0.000000000,0.227454498,0,0,3.400282145,3007.351074,3.118832111,-895.7395576,640.010677,RufousTailedHawk,15
106,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2.06244421,NA,NA,NA,NA,360,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,12,NA,9.375805855,11.35126591,93.99237061,0,0.000000000,0.178660721,0,0.044788431,1.805102229,3327.886719,-1.659390926,-880.7395576,640.010677,RufousTailedHawk,15
109,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,30,79,120,15,15,23,NA,NA,NA,NA,NA,NA,NA,13,12,15,17,9,14,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,2,2,2.134282589,NA,NA,NA,NA,NA,NA,NA,334,6,10,317,47,253,NA,NA,NA,NA,NA,NA,NA,8,9,10,11,12,13,16.4997139,0.126221359,85.47646332,0.028337179,0.000000000,0,0,0.068415672,9.926465034,341.0248108,0.019724919,-1000.739558,625.010677,RufousTailedHawk,15
111,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1.950137615,NA,NA,NA,NA,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,15.85397148,0,86.01097107,0,0.000000000,0,0,0.025425564,13.97244835,847.1292114,3.085791349,-970.7395576,625.010677,RufousTailedHawk,15
112,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,20,120,NA,15,2,NA,NA,150,120,NA,NA,NA,NA,16,11,NA,10,9,NA,NA,12,10,NA,NA,NA,NA,2,1,NA,3,2,NA,NA,1,1,1.540937304,NA,NA,NA,NA,262,356,NA,15,345,NA,NA,251,286,NA,NA,NA,NA,5,6,NA,8,9,NA,NA,12,13,16.19973755,0,93.85715485,0,0.000000000,0,0,0.035208646,5.859613895,861.0501709,-0.076795749,-955.7395576,625.010677,RufousTailedHawk,15
117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.324496746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,8.981443405,12.31873322,96.36529541,0,0.000000000,0.148239732,0,0,3.091269732,3382.733643,-2.147390604,-880.7395576,625.010677,RufousTailedHawk,15
119,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5.398704052,NA,NA,NA,NA,NA,NA,NA,NA,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,15.769804,0.03290008,75.54038239,0,0.000000000,0,0,0.027727744,24.24632072,550.9264526,0.498653561,-1015.739558,610.010677,RufousTailedHawk,15
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4.844685555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,15.76342487,0,79.9499588,0,0.000000000,0.002812154,0,0.034158114,20.02070999,963.3738403,0.152300075,-955.7395576,610.010677,RufousTailedHawk,15
128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.695850134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,7.042654514,15.92064285,97.03310394,0,0.000000000,0,0,0,2.970265388,3727.489746,-0.192514569,-880.7395576,610.010677,RufousTailedHawk,15
129,NA,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,60,90,NA,15,57,NA,16,NA,NA,NA,19,68,NA,10,8,NA,17,10,NA,12,NA,NA,NA,10,18,NA,1,2,NA,1,1,NA,1,NA,NA,NA,2,1,2.655162811,NA,303,28,NA,342,29,NA,31,NA,NA,NA,34,318,NA,2,3,NA,5,6,NA,8,NA,NA,NA,12,13,15.85857868,0.137519673,78.55669403,0.021513304,0.000000000,0.069405183,0,0.016610263,20.7274437,449.7138062,0.031943858,-1015.739558,595.010677,RufousTailedHawk,15
130,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.655162811,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.85857868,0.137519673,78.55669403,0.021513304,0.000000000,0.069405183,0,0.016610263,20.7274437,449.7138062,0.031943858,-1000.739558,595.010677,RufousTailedHawk,15
134,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1.993427515,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,15.02691269,0,95.73836517,0,0.000000000,0,0,0,4.264755726,1310.866699,-1.368239403,-940.7395576,595.010677,RufousTailedHawk,15
135,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.983647823,NA,NA,NA,NA,NA,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,13.82475185,0.538155794,97.24355316,0,0.000000000,0.056390516,0,0,2.707670212,1857.943115,-0.575451672,-925.7395576,595.010677,RufousTailedHawk,15
144,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,60,11,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,14,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1.84702611,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,NA,51,253,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,12,13,13.99650478,0.028230418,92.71051788,0,0.000000000,0,0,0,6.942105293,1582.519531,-1.259409308,-940.7395576,580.010677,RufousTailedHawk,15
145,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,5.452454567,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,13,12.76700401,1.66522038,97.03252411,0,0.000000000,0.057479192,0,0,2.911813498,2119.689941,1.440279961,-925.7395576,580.010677,RufousTailedHawk,15
157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3.475255966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,12,NA,9.776442528,10.72630024,83.46943665,0.022095317,0.000000000,0.08233504,0,0.052811634,16.38362885,3095.248047,-2.956961155,-895.7395576,565.010677,RufousTailedHawk,15
159,NA,NA,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,40,NA,105,120,105,NA,NA,NA,30,48,19,NA,NA,16,NA,13,14,10,NA,NA,NA,15,17,11,NA,NA,1,NA,1,4,2,NA,NA,NA,2,2,1,2.343350172,NA,NA,32,NA,333,338,270,NA,NA,NA,279,282,260,NA,NA,3,NA,5,6,7,NA,NA,NA,11,12,13,15.9936657,1.170191646,80.09664917,0,0.000000000,0.035498511,0,0.479775935,15.61798477,175.827179,-0.902200937,-1015.739558,550.010677,RufousTailedHawk,15
