"site","dummy","distRoad","occ","temp","precp","crop","evBroad","herb","shrub","tpi","tri","X","Y","species","resolution"
97,1,2.06404328346252,0,18.1433296203613,27.536319732666,4.25400733947754,11.2563247680664,22.2421112060547,17.6989803314209,-4.02681350708008,112.647247314453,-998.23955761392,-1742.48932304778,"StriatedCaracara",10
98,1,3.93611669540405,0,16.4603595733643,25.6903190612793,4.64950799942017,17.9714241027832,13.0568332672119,13.2246465682983,7.87306261062622,109.76220703125,-988.23955761392,-1742.48932304778,"StriatedCaracara",10
99,1,6.34183216094971,0,17.9542217254639,29.4965209960938,2.52675938606262,11.7361068725586,13.7062482833862,15.4255857467651,0.58458536863327,100.962394714355,-978.23955761392,-1742.48932304778,"StriatedCaracara",10
100,1,5.58608818054199,0,18.9988975524902,34.8684616088867,0.567610800266266,4.25398445129395,7.30610513687134,13.9352474212646,-8.70810794830322,73.1903533935547,-968.23955761392,-1742.48932304778,"StriatedCaracara",10
101,1,2.47311496734619,0,18.7657890319824,33.810977935791,0.544261395931244,2.88853001594543,12.5926151275635,20.8286533355713,-2.47801971435547,105.04744720459,-958.23955761392,-1742.48932304778,"StriatedCaracara",10
102,1,3.21362137794495,0,17.6759605407715,32.2421226501465,5.70772075653076,3.33306765556335,22.09596824646,22.2916107177734,2.37328386306763,134.001815795898,-948.23955761392,-1742.48932304778,"StriatedCaracara",10
103,1,1.5766988992691,0,18.5635108947754,30.477466583252,1.72701525688171,1.70970356464386,19.2666893005371,33.5744743347168,0.117195844650269,48.3294525146484,-938.23955761392,-1742.48932304778,"StriatedCaracara",10
104,0,111.16487121582,0,15.6004657745361,8.22655868530273,0.163307756185532,17.0246753692627,0.765829503536224,10.0754890441895,-1.73068344593048,28.4569339752197,-1148.23955761392,-1752.48932304778,"StriatedCaracara",10
105,0,111.16487121582,0,15.6004657745361,8.22655868530273,0.163307756185532,17.0246753692627,0.765829503536224,10.0754890441895,-1.73068344593048,28.4569339752197,-1138.23955761392,-1752.48932304778,"StriatedCaracara",10
106,0,92.1441345214844,0,15.6280698776245,8.25683689117432,0.0896258428692818,5.35207080841064,7.55174684524536,13.47252368927,-4.14768409729004,37.2317390441895,-1128.23955761392,-1752.48932304778,"StriatedCaracara",10
107,0,92.1441345214844,0,15.6280698776245,8.25683689117432,0.0896258428692818,5.35207080841064,7.55174684524536,13.47252368927,-4.14768409729004,37.2317390441895,-1118.23955761392,-1752.48932304778,"StriatedCaracara",10
108,0,83.7240371704102,0,14.7406330108643,9.31729221343994,1.24788236618042,7.0092568397522,29.6555862426758,8.37258434295654,3.06118154525757,146.999435424805,-1108.23955761392,-1752.48932304778,"StriatedCaracara",10
109,0,75.2442932128906,0,13.9233665466309,8.85453510284424,0.386921435594559,3.14565443992615,33.3475723266602,7.18396949768066,9.05560874938965,200.909576416016,-1098.23955761392,-1752.48932304778,"StriatedCaracara",10
110,0,75.2442932128906,0,13.9233665466309,8.85453510284424,0.386921435594559,3.14565443992615,33.3475723266602,7.18396949768066,9.05560874938965,200.909576416016,-1088.23955761392,-1752.48932304778,"StriatedCaracara",10
